Organization,PersonId,PersonId_Normalized,TotalEmployees,country,displayName,surname,mail,givenName,id,userType,JobTitle,accountEnabled,usageLocation,streetAddress,state,officeLocation,city,postalCode,telephoneNumber,mobilePhone,alternateEmailAddress,ageGroup,consentProvidedForMinor,legalAgeGroupClassification,companyName,creationType,directorySynced,invitationState,identityIssuer,createdDateTime,Has license,UserKey,License Status,employeeType,employeeId,manager_id,manager_displayName,manager_userPrincipalName,manager_mail,manager_jobTitle,ManagerID,BusinessAreaLabel,CountryofEmployment,CompanyCodeLabel,CostCentreLabel,assignedLicenses,Manager_UserKey,OrgLevel,HierarchyPath,TopOfChain_UserKey,IsManager,DirectReports,TotalReports,Level0_UserKey,Level0_Name,Level1_UserKey,Level1_Name,Level2_UserKey,Level2_Name,Level3_UserKey,Level3_Name,Level4_UserKey,Level4_Name,Level5_UserKey,Level5_Name,Level6_UserKey,Level6_Name,Level7_UserKey,Level7_Name,Level8_UserKey,Level8_Name,Level9_UserKey,Level9_Name,Level10_UserKey,Level10_Name,Level11_UserKey,Level11_Name,Level12_UserKey,Level12_Name,Level13_UserKey,Level13_Name,Level14_UserKey,Level14_Name
HR,user0244@contoso-demo.com,user0244@contoso-demo.com,260,IE,Jordan Dawson,Dawson,user0244@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000244,Member,Recruiter,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0244@contoso-demo.com,Licensed,Employee,E00244,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,IE,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Jordan Dawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0245@contoso-demo.com,user0245@contoso-demo.com,260,GB,Emerson Turner,Turner,user0245@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000245,Member,Paralegal,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0245@contoso-demo.com,Unlicensed,Employee,E00245,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Emerson Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0246@contoso-demo.com,user0246@contoso-demo.com,260,IT,Finley Sutton,Sutton,user0246@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000246,Member,Coordinator,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0246@contoso-demo.com,Unlicensed,Employee,E00246,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,IT,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Finley Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0247@contoso-demo.com,user0247@contoso-demo.com,260,GB,Dakota Keller,Keller,user0247@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000247,Member,Service Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0247@contoso-demo.com,Licensed,Employee,E00247,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Dakota Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0248@contoso-demo.com,user0248@contoso-demo.com,260,ES,Emerson Lawson,Lawson,user0248@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000248,Member,Sales Manager,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0248@contoso-demo.com,Unlicensed,Employee,E00248,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,ES,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Emerson Lawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0249@contoso-demo.com,user0249@contoso-demo.com,260,IE,Taylor Jensen,Jensen,user0249@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000249,Member,Systems Engineer,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0249@contoso-demo.com,Unlicensed,Employee,E00249,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IE,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Taylor Jensen,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0250@contoso-demo.com,user0250@contoso-demo.com,260,IE,Sam Ellis,Ellis,user0250@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000250,Member,Marketing Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0250@contoso-demo.com,Licensed,Employee,E00250,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,IE,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Sam Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0251@contoso-demo.com,user0251@contoso-demo.com,260,IE,Riley Osborne,Osborne,user0251@contoso-demo.com,Riley,00000000-0000-0000-0000-000000000251,Member,Accountant,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0251@contoso-demo.com,Licensed,Employee,E00251,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,IE,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Riley Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0252@contoso-demo.com,user0252@contoso-demo.com,260,GB,Harper Palmer,Palmer,user0252@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000252,Member,HR Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0252@contoso-demo.com,Unlicensed,Employee,E00252,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Harper Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0253@contoso-demo.com,user0253@contoso-demo.com,260,IE,Alex Jensen,Jensen,user0253@contoso-demo.com,Alex,00000000-0000-0000-0000-000000000253,Member,Paralegal,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0253@contoso-demo.com,Unlicensed,Employee,E00253,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,IE,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Alex Jensen,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0254@contoso-demo.com,user0254@contoso-demo.com,260,NL,Jordan Keller,Keller,user0254@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000254,Member,Programme Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0254@contoso-demo.com,Licensed,Employee,E00254,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,NL,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Jordan Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0255@contoso-demo.com,user0255@contoso-demo.com,260,GB,Emerson Palmer,Palmer,user0255@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000255,Member,Support Lead,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0255@contoso-demo.com,Unlicensed,Employee,E00255,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Emerson Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0256@contoso-demo.com,user0256@contoso-demo.com,260,IT,Taylor Grant,Grant,user0256@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000256,Member,Account Executive,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0256@contoso-demo.com,Unlicensed,Employee,E00256,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IT,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Taylor Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0257@contoso-demo.com,user0257@contoso-demo.com,260,IE,Blake Mercer,Mercer,user0257@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000257,Member,Service Desk Analyst,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0257@contoso-demo.com,Licensed,Employee,E00257,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IE,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Blake Mercer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0258@contoso-demo.com,user0258@contoso-demo.com,260,IT,Charlie Quincy,Quincy,user0258@contoso-demo.com,Charlie,00000000-0000-0000-0000-000000000258,Member,Marketing Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0258@contoso-demo.com,Unlicensed,Employee,E00258,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,IT,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Charlie Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0259@contoso-demo.com,user0259@contoso-demo.com,260,GB,Finley Sutton,Sutton,user0259@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000259,Member,Financial Analyst,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0259@contoso-demo.com,Licensed,Employee,E00259,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Finley Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0260@contoso-demo.com,user0260@contoso-demo.com,260,ES,Quinn Osborne,Osborne,user0260@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000260,Member,Recruiter,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0260@contoso-demo.com,Licensed,Employee,E00260,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,ES,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Quinn Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
